,company_name,title,med_salary,formatted_work_type,formatted_experience_level,location,remote_allowed,applies,views
780,Victra - Verizon Authorized Retailer,Financial Reporting Analyst,0,Full-time,N/A,"Raleigh, NC",False,0,6
781,LCG Consulting,ELECTRICITY MARKET AND ENERGY ANALYST,0,Full-time,N/A,"Los Altos, CA",False,5,13
782,WalkWater Technologies,Senior Financial Analyst,0,Contract,Entry level,"Santa Monica, CA",False,6,34
783,South32,Accounting Analyst,0,Full-time,Entry level,"Tucson, AZ",False,1,9
784,Ashley Furniture Industries,Financial Analyst-Logistics,0,Full-time,Associate,"Charlotte, NC",False,29,100
785,RujhaLIfe,Financial Analyst - Wellness Hospitality,0,Contract,N/A,United States,True,38,159
786,Mitchell Martin Inc.,Financial Reporting Accounting Analyst,0,Full-time,Associate,"New York, NY",False,7,36
787,Roadz,Artificial Intelligence Engineer,0,Full-time,N/A,"Palo Alto, CA",False,35,96
788,Insight Global,Data Entry Specialist,0,Contract,Associate,"Burbank, CA",False,13,47
789,Transcend Solutions,Data Engineer,0,Contract,Associate,"New Jersey, United States",True,56,120
790,Avalara,"Tax Analyst, Sales & Use Tax",0,Full-time,Associate,"Durham, NC",False,0,13
791,Appen,Data Collection  -  Supplementary Income,0,Contract,Entry level,"Brockton, MA",True,0,6
792,Amazon Web Services (AWS),"Data Center Civil Engineer, Data Center Design Engineering",0,Full-time,N/A,"Herndon, VA",False,0,9
793,Whetstone Capital Advisors,Junior Analyst,0,Full-time,N/A,Kansas City Metropolitan Area,False,65,180
794,Avesta Computer Services,Lead Data Engineer,0,Full-time,Mid-Senior level,United States,True,11,38
795,"TalentBurst, an Inc 5000 company",No C2C-Only Local-Payroll Systems  Analyst,0,Contract,Mid-Senior level,"Austin, TX",False,0,11
796,Appen,Data Collection  -  Supplementary Income,0,Contract,Entry level,"New Bedford, MA",True,1,5
797,Info Way Solutions,Business System Analyst,0,Contract,N/A,United States,True,31,60
798,DevCare Solutions,Senior Business Analyst,0,Contract,N/A,"Lansing, MI",False,3,7
799,WalkWater Technologies,Compliance Business Analyst,0,Contract,Entry level,"Cupertino, CA",False,12,43
800,BrainX,Artificial Intelligence Engineer,0,Part-time,N/A,United States,True,52,155
801,DIA,Marketing Analyst,0,Full-time,Associate,United States,True,13,112
802,Appen,Data Collection  -  Supplementary Income,0,Contract,Entry level,"Quincy, MA",True,0,3
803,topGrads,Data Analyst,0,Full-time,N/A,United States,True,53,126
804,Intelliswift Software,Digital / Marketing Analyst,0,Contract,N/A,"Ridgefield Park, NJ",False,6,13
805,LA JOLLA COVE INVESTORS,Junior Analyst,0,Contract,N/A,"California, United States",True,0,65
806,Orgro,SAP Analytical Cloud SME,0,Contract,N/A,"Middletown, PA",False,1,4
807,Carvana,"Senior Manager, Credit Strategy and Analytics",0,Full-time,Mid-Senior level,"Tempe, AZ",False,6,49
808,Tennessee Valley Authority,"Consultant, Analytics & Technology - 515422",0,Full-time,Mid-Senior level,"Nashville, TN",False,0,0
809,Royal Caribbean Group,"Analyst, Sr Cybersecurity Deception",0,Full-time,Mid-Senior level,"Miami, FL",False,0,0
810,Elbit Systems of America,"Manager, Algorithm AI Engineering",0,Full-time,Mid-Senior level,"Orlando, FL",True,0,0
811,Ulta Beauty,Supply Chain Wholesale Sr Analyst,0,Full-time,N/A,"Bolingbrook, IL",False,0,0
812,Direct Supply,Staff Data Engineer,0,Full-time,Mid-Senior level,"Milwaukee, WI",False,0,0
813,Northern Trust Corporation,HR Service Center Analyst,0,Full-time,Entry level,"Tempe, AZ",False,0,0
814,PenFed Credit Union,"(Hybrid) Senior Manager, Market Risk Quantitative Analytics",0,Full-time,N/A,"McLean, VA",False,0,0
815,FIS,Financial Analyst Senior,0,Full-time,Mid-Senior level,"Jacksonville, FL",False,0,0
816,Lumen Technologies,Lead Business Analyst - Federal,0,Full-time,Mid-Senior level,United States,True,0,0
817,Gigiid,Lead Data Architect,0,Full-time,N/A,United States,True,0,1
818,Lumen Technologies,Lead Operations Analyst - US Work From Home,0,Full-time,Mid-Senior level,United States,True,0,1
819,NetSuite,NetSuite Sales Operations Analyst,0,Full-time,Mid-Senior level,United States,True,0,1
820,Experis,IT Business Systems Analyst - Advanced,0,Contract,Mid-Senior level,"Princeton, NJ",False,0,0
821,NetSuite,NetSuite Sales Operations Analyst,0,Full-time,Mid-Senior level,"Santa Monica, CA",False,0,0
822,The Lubrizol Corporation,Financial Analyst,0,Full-time,N/A,"Brecksville, OH",False,0,0
823,Experis,Senior Clinical Data Coordinator - C,0,Contract,Mid-Senior level,"Alameda, CA",False,0,0
824,Experis,Sr Business System Analyst - West Coast,0,Contract,Mid-Senior level,"Redwood City, CA",False,0,0
825,St. Jude Children's Research Hospital - ALSAC,Manager – Development Analytics,0,Full-time,Mid-Senior level,"Memphis, TN",False,0,0
826,Huntington National Bank,IT Risk Senior Analyst - Hybrid Role,0,Full-time,Mid-Senior level,"Columbus, OH",False,0,0
827,Olivi.Growth,Data Ops Support Engineer,0,Full-time,Mid-Senior level,"Houston, TX",True,0,2
828,Huntington National Bank,IT Risk Senior Analyst - Hybrid Role,0,Full-time,Mid-Senior level,"Columbus, OH",False,0,0
829,Amazon Web Services (AWS),"AWS SOC Security Analyst II, AWS Security Operations Center (SOC)",0,Full-time,Mid-Senior level,"Herndon, VA",False,0,0
830,Raytheon,"Senior Analyst, Engineering Services",0,Full-time,Entry level,"Tucson, AZ",False,0,0
831,Manuka Health,Commercial Analyst – North America,0,Full-time,Mid-Senior level,United States,True,0,1
832,Tata Consultancy Services, Gaming Business Analyst,0,Full-time,Mid-Senior level,"Bellevue, WA",False,3,11
833,AMB Sports + Entertainment,Data Engineer,0,Full-time,N/A,United States,True,0,0
834,Networkobjects Inc,Senior Business Analyst/ Sr. Business Architect,0,Contract,N/A,"Phoenix, AZ",True,1,1
835,Radinnova,Senior Business Intelligence Lead,0,Contract,N/A,United States,True,0,1
836,Sterrofox,Business Analyst IV,0,Contract,Mid-Senior level,"St. Louis City County, MO",False,0,0
837,Zippy,Loan Data Quality Specialist ,0,Full-time,Mid-Senior level,"Arizona, United States",True,0,2
838,Storm3,ML Infrastructure Team Lead,0,Full-time,Director,United States,True,0,0
839,Wipro,Business Analyst,0,Full-time,N/A,"Minneapolis, MN",False,0,2
840,Sumeru Inc,Sr. Technical Business Analyst,0,Full-time,N/A,"Tampa, FL",False,10,19
841,Mindlance,Bioinformatics Analyst,0,Contract,N/A,United States,True,0,163
842,DigiTran Technologies Inc.,RAID Data Recovery Administrator,0,Part-time,Mid-Senior level,"Herndon, VA",True,33,149
843,SDG Group USA,Manager Data Analytics,0,Full-time,Mid-Senior level,"Bedminster, NJ",False,51,130
844,TestingXperts,Business Analyst (with AI /ML exp),0,Contract,N/A,United States,True,0,44
845,Contriva Consulting Inc,Business Analyst,0,Contract,Mid-Senior level,"California, United States",False,29,263
846,TEK Inspirations LLC,Business Analyst,0,Contract,N/A,United States,True,0,119
847,Prime Consulting Inc,Data Scientist,0,Full-time,N/A,"St Louis, MO",False,37,82
848,Backpack Talent,Environmental Engineer & Data Scientist,0,Full-time,Mid-Senior level,"Denver, CO",False,67,272
849,CBL Solutions,Data Engineer (Oracle and DataStage).,0,Contract,N/A,United States,True,0,101
850,Versapay,"Financial Analyst, Payment Settlement Reconciliations",0,Full-time,Entry level,United States,True,0,859
851,Lactalis American Group,Tax Analyst,0,Full-time,Associate,"Chicago, IL",False,6,38
852,WhiteCap Search,Business Analyst - Healthcare,0,Contract,Mid-Senior level,"Hauppauge, NY",False,35,199
853,Regal Rexnord,Data Analyst III,0,Full-time,Mid-Senior level,"Chicago, IL",False,34,84
854,City of Atlanta,Data/Reporting Analyst,0,Full-time,Mid-Senior level,"Atlanta, GA",False,59,241
855,Regal Rexnord,Sr. Financial Analyst,0,Full-time,Mid-Senior level,"Marengo, IL",False,2,20
856,Honeywell,Program Controls Analyst I,0,Full-time,Mid-Senior level,"Clearwater, FL",False,8,33
857,Robinhood,"Senior Business Systems Analyst, Finance",0,Full-time,Mid-Senior level,Buffalo-Niagara Falls Area,False,12,87
858,GSK,Staff Data Engineer and Team Lead,0,Full-time,N/A,"Cambridge, MA",False,7,53
859,Robinhood,"Senior Business Systems Analyst, Finance",0,Full-time,Mid-Senior level,United States,True,81,555
860,GSK,Staff Data Engineer and Team Lead,0,Full-time,N/A,"Seattle, WA",False,6,41
861,GSK,Staff Data Engineer and Team Lead,0,Full-time,N/A,"Collegeville, PA",False,4,39
862,"X, the moonshot factory","Machine Learning Infrastructure Software Engineer, Project Tidal (6 months contract)",0,Contract,Mid-Senior level,"Mountain View, CA",False,27,280
863,GSK,Staff Data Engineer and Team Lead,0,Full-time,N/A,"South San Francisco, CA",False,3,46
864,GSK,Manager - Analytical Development,0,Full-time,N/A,"Waltham, MA",False,11,72
865,Crown Castle,Financial Analyst II- Sales Compensation Analyst,0,Full-time,Entry level,"Boston, MA",False,7,39
866,Honeywell,Sr Finance Analyst,0,Full-time,Mid-Senior level,"Phoenix, AZ",False,4,40
867,Crown Castle,Financial Analyst II- Sales Compensation Analyst,0,Full-time,Entry level,"Charleston, South Carolina, United States",False,6,23
868,"Community Options, Inc.",Board Certified Behavior Analyst (BCBA),0,Full-time,Executive,"San Antonio, TX",False,0,3
869,Crown Castle,Financial Analyst II- Sales Compensation Analyst,0,Full-time,Entry level,"Westford, MA",False,3,29
870,Koniag Government Services,Sr. Cognos Analyst (Remote),0,Full-time,Mid-Senior level,"Riverdale, MD",True,17,40
871,TTI Floor Care North America,Sourcing Analyst,0,Full-time,Mid-Senior level,"Charlotte, NC",False,5,28
872,Crunchyroll,Senior Data Analyst - eCommerce,0,Full-time,Mid-Senior level,"San Francisco, CA",False,110,386
873,Guidehouse,"Data Governance, Senior Consultant",0,Full-time,Mid-Senior level,"McLean, VA",False,1,7
874,Orion Innovation,Senior Business Analyst,0,Full-time,Mid-Senior level,"Chicago, IL",False,25,88
875,AstraZeneca,"Director, OBU Data Science & AI",0,Full-time,Mid-Senior level,"Wilmington, DE",False,3,14
876,ADM,"Business Analyst – Decatur, IL",0,Full-time,N/A,"Decatur, IL",False,14,51
877,The Lacek Group,"Senior Analyst, Data Intelligence",0,Full-time,Associate,"Minneapolis, MN",True,51,149
878,AstraZeneca,SAP S/4HANA Data Design Lead – Order & Distribution to Cash,0,Full-time,Mid-Senior level,"Wilmington, DE",False,3,39
879,Mixpanel,Revenue Operations Analyst,0,Full-time,Mid-Senior level,"San Francisco, CA",False,77,236
880,ICE,"Engineer, Information Security Intelligence",0,Full-time,N/A,"Atlanta, GA",False,10,51
881,Bunzl Distribution NA,Business Integrity Analyst - Hybrid - Greater Chicago Area,0,Full-time,Mid-Senior level,"Morton Grove, IL",False,5,26
882,Ankura,"University Associate, D&E Valuation & Transaction Disputes (Forensic Accounting/Data Analytics)",0,Full-time,Entry level,"Chicago, IL",False,7,35
883,Codeworks IT Careers ,Data Masking Mainfram Analystinframe,0,Contract,Entry level,"Franklin, WI",False,2,62
884,Ocean Spray Cranberries,Contract Manufacturing Analyst,0,Full-time,Entry level,"Lakeville, MA",False,1,28
885,COLSA,Cyber Analyst 2,0,Full-time,Mid-Senior level,"San Diego, CA",False,4,17
886,COLSA,Information System Security Manager (ISSM)/RMF Analyst,0,Full-time,Mid-Senior level,"San Antonio, TX",False,4,21
887,Daikin Applied Americas,Sr. Financial Analyst,0,Full-time,Mid-Senior level,"Phoenix, AZ",False,2,9
888,COLSA,Cyber Analyst 3,0,Full-time,Mid-Senior level,"San Diego, CA",False,1,7
889,Tandym Group,Kyriba Production Support Analyst (Remote),0,Contract,Entry level,"Cambridge, MA",True,4,74
890,Sev1Tech LLC,Budget Analyst,0,Contract,Mid-Senior level,"Aberdeen, MD",False,0,18
891,Teradyne,Financial Analyst/Accountant - New College Graduate,0,Full-time,Entry level,"North Reading, MA",False,42,148
892,COLSA,BASEC RMF Cyber Analyst/ISSM,0,Full-time,Entry level,"Huntsville, AL",False,1,7
893,Bimbo Bakeries USA,Payroll Analyst,0,Full-time,Mid-Senior level,"Drums, PA",False,0,20
894,LMI,Data Architect (Visualization),0,Full-time,Mid-Senior level,"Scott AFB, IL",False,6,22
895,Manufacturers Bank,Project Portfolio Analyst,0,Full-time,N/A,"Arizona, United States",False,4,8
896,Sev1Tech LLC,Data Architect,0,Full-time,Mid-Senior level,"Mechanicsburg, PA",False,1,8
897,Navitus Health Solutions,"Analyst I, Pharmacy Discount Programs-Remote",0,Full-time,N/A,"Madison, WI",False,0,19
898,Deluxe,Credit Analyst,0,Full-time,Associate,"Fort Worth, TX",False,17,68
899,Booz Allen Hamilton,Data Scientist,0,Full-time,N/A,"Atlanta, GA",True,43,248
900,XPO,"Senior Manager, Cost Model Analytics - Hybrid",0,Full-time,N/A,"North Richland Hills, TX",False,1,13
901,Avalara,Billing Operations Analyst I,0,Full-time,N/A,"Durham, NC",False,8,37
902,Caris Life Sciences,Data Integration Specialist,0,Full-time,Entry level,"Irving, TX",False,8,43
903,Mastercard,"Director, Data Strategy, Retail and Commerce",0,Full-time,Director,"Duluth, GA",True,26,162
904,7-Eleven,FP&A Financial Analyst,0,Full-time,N/A,"Irving, TX",False,21,88
905,Spectrum,Business Analyst,0,Full-time,Mid-Senior level,"Stamford, CT",False,83,241
906,"Hanger, Inc.",IT Asset Analyst I,0,Full-time,Entry level,"Austin, Texas Metropolitan Area",False,7,46
907,Discount Tire,Analytics Data Solutions Architect - Streaming,0,Full-time,Mid-Senior level,"Scottsdale, AZ",False,0,31
908,Spectrum,Supply Chain Data Analyst,0,Full-time,Mid-Senior level,"Charlotte, NC",False,62,260
909,Merative,Technical Support Analyst I,0,Full-time,Entry level,"Hartland, WI",False,0,15
910,"Milestone Technologies, Inc.",Data Center Logistics Associate L1,0,Full-time,Entry level,"Los Lunas, NM",False,0,5
911,Spectrum,Senior QA Analyst,0,Full-time,Mid-Senior level,"Charlotte, NC",False,27,101
912,Nextdoor,Senior Analytics Engineer,0,Full-time,Mid-Senior level,"San Francisco, CA",False,119,380
913,"Milestone Technologies, Inc.",Data Center Logistics Team Lead,0,Full-time,Mid-Senior level,"Temple, TX",False,2,11
914,Spectrum,Business Planning Analyst,0,Full-time,Mid-Senior level,"Stamford, CT",False,34,92
915,"Milestone Technologies, Inc.",Data Center Logistics Associate L1,0,Full-time,Entry level,"Altoona, IA",False,0,7
916,"Milestone Technologies, Inc.",Data Center Service Site Support L2,0,Full-time,Entry level,"New Albany, OH",False,1,10
917,"Milestone Technologies, Inc.",Data Center Logistics Associate L1,0,Full-time,Entry level,"Papillion, NE",False,0,4
918,"Milestone Technologies, Inc.",Data Center Technician IC1,0,Full-time,Entry level,"Forest City, NC",False,2,16
919,"Milestone Technologies, Inc.",Data Center Logistics Associate L1,0,Full-time,Entry level,"Springfield, NE",False,0,4
920,"Milestone Technologies, Inc.",Data Center Logistics Associate L3,0,Part-time,Mid-Senior level,"Mesa, AZ",False,1,13
921,"Milestone Technologies, Inc.",Data Center Technician IC1,0,Full-time,Entry level,"Gallatin, TN",False,0,14
922,"Milestone Technologies, Inc.",Data Center Technical Lead,0,Full-time,Mid-Senior level,"Prineville, OR",False,1,5
923,"Milestone Technologies, Inc.",Data Center Logistics Associate L3,0,Full-time,Mid-Senior level,"Los Lunas, NM",False,0,2
924,Volvo Financial Services,Wholesale Analyst,0,Full-time,N/A,"Greensboro, NC",False,5,39
925,Eclaro,Business Analyst-Level III,0,Contract,Mid-Senior level,"Albany, NY",False,3,28
926,"1st-Recruit LLC, An E-Verified Company",Income/Dividend/ P&I Processing Analyst,0,Contract,N/A,United States,True,12,61
927,Valiant Integrated Services,Human Resources Systems Analyst,0,Full-time,Mid-Senior level,"Herndon, VA",False,0,11
928,"Medline Industries, LP","Implementation Analyst (Hybrid, Libertyville IL)",0,Full-time,Mid-Senior level,"Libertyville, IL",False,2,11
929,hear.com,Junior Media Buyer/Analyst,0,Full-time,Entry level,"Miami, FL",False,9,29
930,BrandSafway,FP&A Analyst,0,Full-time,Associate,"Atlanta, GA",False,32,88
931,Ally,Vulnerability Data Analyst,0,Full-time,Entry level,"Charlotte, NC",False,45,183
932,OZ,Project Manager / Scrum Master with Business Analyst Experience,0,Contract,N/A,"Fort Lauderdale, FL",False,47,182
933,Michael Page,Manager Portfolio Analytics,0,Full-time,Mid-Senior level,"New York, NY",False,2,66
934,Allergan Data Labs,Senior Data Engineer,0,Full-time,Mid-Senior level,United States,True,0,156
935,Saint-Gobain Abrasives,Financial Analyst Sales & Marketing,0,Full-time,Associate,"Worcester, MA",False,6,56
936,SysMind Tech Private Limited,Data Tech Lead,0,Contract,N/A,"Juno Beach, FL",False,1,10
937,Ally,Associate Analyst - Business Analytics,0,Full-time,Entry level,"Detroit, MI",False,74,196
938,First Horizon Bank,Credit Analyst - Healthcare Sponsor Finance,0,Full-time,Associate,"Brentwood, TN",False,6,62
939,ALKU,Data Privacy analyst (NOT ATTORNEY) with 1-3 years of experience ONLY not a BI/technical role please no data architects/developers,0,Contract,Entry level,United States,True,49,234
940,HCA Healthcare,Virtual Insurance Operations Analyst,0,Full-time,Mid-Senior level,"Salem, VA",False,0,2
941,HCA Healthcare,Virtual Insurance Operations Analyst,0,Full-time,Mid-Senior level,"Gainesville, FL",False,0,3
942,"Milestone Technologies, Inc.",Data Center Logistics Associate L1,0,Full-time,Entry level,"Fort Worth, TX",False,0,4
943,HCA Healthcare,Virtual Insurance Operations Analyst,0,Full-time,Mid-Senior level,"Richmond, VA",False,0,9
944,HCA Healthcare,Virtual Insurance Operations Analyst,0,Full-time,Mid-Senior level,"Pasadena, TX",False,0,0
945,The JPI Group,Business Analyst,0,Full-time,Mid-Senior level,"Chicago, IL",False,21,90
946,Blue Cross Blue Shield of Arizona,Senior Financial Analyst/Accountant,0,Full-time,Mid-Senior level,"Phoenix, AZ",False,0,12
947,The Mom Project,Senior Financial Analyst,0,Full-time,Mid-Senior level,"Villa Park, IL",False,0,3
948,HCA Healthcare,Virtual Insurance Operations Analyst,0,Full-time,Mid-Senior level,"Ocala, FL",False,0,5
949,HCA Healthcare,Virtual Insurance Operations Analyst,0,Full-time,Mid-Senior level,"Richmond, VA",False,2,5
950,"Milestone Technologies, Inc.",Data Center Logistics Associate L1,0,Full-time,Entry level,"Los Lunas, NM",False,1,4
951,RF-SMART,Business Analyst Intern- Spring 2024,0,Part-time,N/A,"Highlands Ranch, CO",False,3,19
952,Morgan Stanley,Threat Hunt Analyst,0,Full-time,N/A,"Baltimore, MD",False,15,53
953,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Boston, MA",True,5,33
954,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Arizona, United States",True,1,8
955,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Kentucky, United States",True,0,2
956,Majhi Group,Data Engineer,0,Contract,N/A,"New York, NY",False,25,54
957,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"California, United States",True,4,30
958,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Illinois, United States",True,1,13
959,Peritus Inc,"Data Engineer with Python AWS, ETL with 10+years exp",0,Contract,N/A,"Dallas, TX",False,13,23
960,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"North Dakota, United States",True,0,1
961,E-Solutions,salesforce Business analyst ,0,Contract,Mid-Senior level,"Salt Lake City, UT",False,9,28
962,Compunnel Inc.,Sr. Agile Tools Analyst (Need a Jira Align SME / Jira Align Consultant),0,Contract,N/A,"Irving, TX",False,0,10
963,Onwardpath,Business Analyst CGI Advantage,0,Part-time,Mid-Senior level,"Los Angeles, CA",True,68,247
964,Morgan Stanley,Investment Analyst - Parametric,0,Full-time,N/A,"Minneapolis, MN",False,13,87
965,VySystems,Lead Data Engineer,0,Contract,Mid-Senior level,United States,True,46,130
966,ABS Group,Business Development Analyst,0,Full-time,Mid-Senior level,"Washington, DC",False,5,18
967,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"South Dakota, United States",True,0,3
968,HCA Healthcare,Compliance Analyst Work From Home,0,Full-time,Mid-Senior level,"Brentwood, TN",True,55,412
969,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Durham, NC",True,3,18
970,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"New York, United States",True,2,19
971,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Maryland, United States",True,0,3
972,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Ohio, United States",True,0,5
973,Evoque,"Director, Data Center Construction",0,Full-time,Executive,"Irving, TX",False,3,14
974,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Texas, United States",True,2,16
975,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Maine, United States",True,0,1
976,Raymond James,"Sr. Analyst Strategic Platform Development, RCS",0,Full-time,N/A,"St Petersburg, FL",False,0,2
977,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"West Virginia, United States",True,0,3
978,Superbeo,Data Entry Clerk IV,0,Contract,N/A,"Philadelphia, PA",False,5,22
979,Novi Labs,Senior Data Engineer,0,Full-time,N/A,United States,True,52,136
980,Libbey,Desktop Support Analyst,0,Full-time,Associate,"Toledo, OH",False,3,11
981,Fresno Madera Farm Credit,Credit Analyst,0,Full-time,Associate,"Fresno, CA",False,29,98
982,EquipmentShare,Financial Data Analyst (Python),0,Full-time,Mid-Senior level,"Columbia, MO",True,28,124
983,"Team Builders Recruiting and Consulting, LLC",Web Analyst,0,Full-time,Mid-Senior level,"Tampa, FL",False,1,11
984,Plante Moran,Investment Research Analyst - Intern (2024),0,Full-time,Internship,"Southfield, MI",False,2,9
985,NLB Services,EPIC/Resolute PB/Claims Analyst,0,Contract,Mid-Senior level,"Minnesota, United States",True,5,14
986,TriOptus,Financial Analyst,0,Full-time,Entry level,"Nashville, TN",False,6,12
987,Madison Square Garden Entertainment Corp.,Senior HCM Configuration Analyst,0,Full-time,N/A,"New York, NY",False,0,4
988,Plante Moran,Investment Research Analyst - Intern (2024),0,Full-time,Internship,"Kalamazoo, MI",False,0,4
989,Fidelity Investments,Head of FI and IWMS Data Management,0,Full-time,N/A,"Durham, NC",False,0,2
990,Plante Moran,Investment Research Analyst - Entry Level (2024),0,Full-time,Entry level,"Southfield, MI",False,6,26
991,Fidelity Investments,Principal Data Quality Engineer,0,Full-time,N/A,"Durham, NC",False,1,2
992,ADP,Indeed Event Only - Tech Support Analyst II,0,Full-time,N/A,"Augusta, GA",False,0,1
993,UW-Madison College of Letters & Science,Metadata Administrator,0,Part-time,Mid-Senior level,"Madison, WI",False,0,4
994,Fidelity Investments,Cloud Engineer - Security Analytics,0,Full-time,N/A,"Merrimack, NH",False,2,8
995,ADP,Senior Data Scientist,0,Full-time,Associate,"Roseland, NJ",False,9,39
996,Nakupuna Companies,Junior Business Analyst,0,Full-time,Entry level,"Arlington, VA",False,0,11
997,Fidelity Investments,Principal Data Quality Engineer,0,Full-time,N/A,"Boston, MA",False,0,3
998,Fidelity Investments,Principal Systems Analyst,0,Full-time,N/A,"Smithfield, RI",False,0,0
999,Fidelity Investments,Cloud Engineer - Security Analytics,0,Full-time,N/A,"Westlake, TX",False,2,6
1000,Fidelity Investments,Principal Data Quality Engineer,0,Full-time,N/A,"Boston, MA",False,0,2
1001,Fidelity Investments,Principal Systems Analyst,0,Full-time,N/A,"Merrimack, NH",False,0,0
1002,Ally,Senior Analyst IT Cyber Risk,0,Full-time,Mid-Senior level,"Charlotte, NC",False,0,2
1003,Comcast,"Sr Analyst, Business Support & Analytics",0,Full-time,N/A,"Chelmsford, MA",False,2,7
1004,Munich Re,"Software/Data Engineer, NA Integrated Analytics (2024 New Grad - New York)",0,Full-time,Entry level,New York City Metropolitan Area,False,45,112
1005,The Mom Project,Business Analyst,0,Contract,Mid-Senior level,"Redmond, WA",False,5,15
1006,Comcast,"Analyst, Global Risk Management",0,Full-time,N/A,"Philadelphia, PA",False,2,8
1007,The Mom Project,Business Analyst,0,Contract,Mid-Senior level,"Houston, TX",False,0,0
1008,T-Mobile,"Analyst, Cybersecurity Policy and Compliance - Government",0,Full-time,Entry level,"Overland Park, KS",False,0,8
1009,Evoque,"Director, Data Center Design",0,Full-time,Executive,"Irving, TX",False,1,16
1010,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Washington, DC",True,1,9
1011,The Mom Project,Business Analyst,0,Contract,Mid-Senior level,"Los Angeles, CA",False,0,3
1012,T-Mobile,"Sr Analyst, Finance",0,Full-time,Mid-Senior level,"Overland Park, KS",False,0,5
1013,Genesys,"Manager, Renewal Quoting and Analytics",0,Full-time,Mid-Senior level,"Colorado, United States",True,0,1
1014,VSE Corporation,Program Analyst Associate,0,Contract,Mid-Senior level,"Chesapeake, VA",False,0,0
1015,Turnberry Solutions,Quality Assurance Analyst,0,Full-time,Mid-Senior level,"Philadelphia, PA",False,6,28
1016,Thomson Reuters,Paid Media Operations Senior Analyst,0,Full-time,Associate,"Ann Arbor, MI",False,0,0
1017,TELUS International,Business Analyst (with Pega or Rule Engine tool experience),0,Full-time,Mid-Senior level,"St Louis, MO",False,0,37
1018,BUILD Chicago,Data Manager,0,Full-time,N/A,"Chicago, IL",False,1,5
1019,Loyola Medicine,Sr. Lab Information System Analyst,0,Full-time,Mid-Senior level,"Maywood, IL",False,0,0
1020,DataVox,Solutions Architect - Data Center Solutions,0,Full-time,Associate,Greater Houston,False,12,84
1021,Epiq,Electronic Records Management Analyst,0,Full-time,Entry level,San Diego Metropolitan Area,False,3,12
1022,Anblicks,Cloud/Data Architect,0,Full-time,Mid-Senior level,"Dallas, TX",False,1,19
1023,Greystar,Development Analyst,0,Full-time,Entry level,"Boston, MA",False,0,281
1024,PRISM,Database Management Analyst(Secret Clearance Required),0,Full-time,N/A,"Fairfax, VA",True,0,44
1025,Harmer,Credit Analyst,0,Full-time,Associate,"Chicago, IL",False,86,399
1026,Glanbia Performance Nutrition (GPN),Sr. Commercial Financial Analyst,0,Full-time,Associate,"Downers Grove, IL",False,9,96
1027,NetApp,Finance Analyst Strategic Deals,0,Full-time,Mid-Senior level,Raleigh-Durham-Chapel Hill Area,True,42,213
1028,Slate Asset Management,Analyst,0,Full-time,Entry level,"Chicago, IL",False,252,588
1029,Springboard,Mentor - Machine Learning Career Track (Part-time/Contract),0,Contract,Mid-Senior level,United States,True,14,218
1030,Diati Staffing,Senior Data Manager,0,Full-time,Mid-Senior level,"Gaithersburg, MD",False,0,17
1031,Raas Infotek,Exadata Consultant/ Admin,0,Contract,N/A,United States,True,0,26
1032,Zenex Partners,Business Analyst,0,Contract,Mid-Senior level,"Harrisburg, PA",False,0,202
1033,ICON Strategic Solutions,Bioanalytical Laboratory Supervisor,0,Full-time,Mid-Senior level,"Whitesboro, NY",False,6,24
1034,Compunnel Inc.,"Director Data Architect (20+ years relevant exp mandatory , No CTC or CTH)",0,Contract,Director,"Boston, MA",False,0,76
1035,Software Technology Inc.,Data Engineer,0,Contract,Mid-Senior level,"Grand Rapids, MI",False,0,516
1036,Northpointe Staffing Professionals ,Finance - Entry Level - Shareholder Services Analyst ,0,Temporary,N/A,"Chicago, IL",False,40,103
1037,Webologix Ltd/ INC,Salesforce Communication Cloud Business Analyst,0,Full-time,Mid-Senior level,United States,True,62,163
1038,Covenant Technologies,Vulnerability Analyst,0,Contract,Mid-Senior level,United States,True,222,722
1039,Rangam,Data Entry Specialist,0,Contract,Associate,"South Burlington, VT",False,0,16
